lead_id,source,industry,company_size,job_title_seniority,email_opens_30d,site_visits_30d,avg_pages_per_visit,demo_requested,budget_confirmed,days_to_first_response,converted
LEAD-01900,Content download,Retail,1000+,Director,4,4,2.2,0,0,0.6,0
LEAD-01901,Webinar,Healthcare,1-10,IC,4,6,4.8,0,0,1.3,0
LEAD-01902,Cold outbound,Manufacturing,1-10,IC,8,1,3.2,1,0,0.8,0
LEAD-01903,Website form,Education,11-50,Director,2,3,2.6,0,0,0.4,0
LEAD-01904,Website form,Education,11-50,IC,3,3,1.1,0,0,9.4,0
LEAD-01905,Referral,Manufacturing,11-50,IC,4,3,8.0,1,1,4.4,1
LEAD-01906,Referral,Education,1-10,Manager,0,2,4.1,0,0,0.2,1
LEAD-01907,Content download,Retail,51-200,IC,2,5,3.2,0,1,9.0,0
LEAD-01908,Content download,SaaS,51-200,Manager,3,5,4.0,1,0,6.9,0
LEAD-01909,Referral,Retail,51-200,IC,5,4,1.7,1,0,0.9,0
LEAD-01910,Cold outbound,Education,51-200,Manager,4,4,2.6,1,0,0.3,1
LEAD-01911,Website form,Healthcare,201-1000,IC,2,7,5.3,0,0,2.9,0
LEAD-01912,Cold outbound,Finance,1-10,VP/C-level,4,2,2.7,0,0,3.8,0
LEAD-01913,Content download,Healthcare,11-50,Manager,2,5,2.2,0,0,0.2,0
LEAD-01914,Website form,Retail,1-10,Manager,1,5,4.3,0,1,2.0,0
LEAD-01915,Website form,SaaS,1-10,IC,2,0,0.8,0,0,6.3,0
LEAD-01916,Paid ad,Manufacturing,11-50,Manager,5,2,2.7,0,0,6.4,0
LEAD-01917,Paid ad,SaaS,51-200,Manager,5,3,0.7,0,1,0.3,1
LEAD-01918,Webinar,Healthcare,11-50,VP/C-level,3,4,2.7,0,0,0.8,0
LEAD-01919,Cold outbound,Manufacturing,1-10,VP/C-level,2,2,8.4,0,0,1.8,1
LEAD-01920,Content download,Healthcare,11-50,IC,0,0,1.2,1,0,1.4,0
LEAD-01921,Cold outbound,Education,201-1000,IC,2,2,0.5,0,0,4.5,0
LEAD-01922,Website form,SaaS,201-1000,IC,0,5,2.1,0,0,13.5,0
LEAD-01923,Content download,Healthcare,201-1000,IC,2,4,4.1,0,0,3.2,0
LEAD-01924,Paid ad,SaaS,51-200,Director,6,4,2.0,0,0,8.1,0
LEAD-01925,Paid ad,Retail,1-10,IC,6,1,4.0,0,0,8.8,0
LEAD-01926,Paid ad,Retail,201-1000,IC,2,6,1.2,0,1,11.1,0
LEAD-01927,Cold outbound,Education,1-10,Manager,2,2,0.7,0,0,2.4,0
LEAD-01928,Website form,Finance,1-10,IC,3,2,2.3,0,0,2.6,0
LEAD-01929,Webinar,Education,201-1000,IC,7,2,2.6,0,1,4.5,0
LEAD-01930,Content download,SaaS,51-200,IC,0,3,3.3,0,0,3.6,0
LEAD-01931,Referral,Education,201-1000,IC,4,8,4.6,0,0,0.3,0
LEAD-01932,Referral,Education,1-10,IC,2,6,7.2,0,0,5.2,1
LEAD-01933,Webinar,SaaS,51-200,Manager,2,2,5.9,1,0,0.6,0
LEAD-01934,Webinar,Retail,51-200,Director,0,1,0.1,1,0,2.8,0
LEAD-01935,Website form,SaaS,51-200,Manager,0,3,1.5,0,0,5.3,0
LEAD-01936,Website form,Education,201-1000,Manager,4,2,4.0,0,0,0.4,0
LEAD-01937,Content download,Manufacturing,201-1000,Manager,3,5,1.2,0,0,3.7,1
LEAD-01938,Website form,Finance,1-10,IC,4,3,1.5,0,0,1.2,0
LEAD-01939,Cold outbound,Retail,1000+,IC,10,2,5.1,0,0,1.6,0
LEAD-01940,Webinar,SaaS,1-10,IC,5,7,1.9,0,0,3.3,0
LEAD-01941,Cold outbound,Finance,1-10,IC,4,5,3.3,0,0,3.8,0
LEAD-01942,Website form,Manufacturing,201-1000,Director,0,3,1.9,0,0,0.2,0
LEAD-01943,Content download,Retail,1-10,Manager,2,1,1.7,1,0,9.6,0
LEAD-01944,Content download,Education,51-200,IC,1,1,4.1,0,1,8.8,0
LEAD-01945,Website form,Retail,1-10,Director,2,5,2.1,0,0,4.0,0
LEAD-01946,Content download,Healthcare,1000+,Director,2,2,1.8,0,0,1.6,0
LEAD-01947,Website form,Manufacturing,11-50,IC,2,3,4.9,1,0,1.0,0
LEAD-01948,Cold outbound,Finance,1000+,IC,2,4,6.0,1,0,0.3,1
LEAD-01949,Website form,Finance,51-200,Director,3,1,6.9,0,0,0.6,0
LEAD-01950,Cold outbound,Retail,201-1000,Manager,6,3,1.0,0,0,6.6,0
LEAD-01951,Website form,Education,51-200,IC,0,5,2.4,0,0,0.6,0
LEAD-01952,Content download,Healthcare,1000+,Director,5,4,1.7,0,1,0.6,0
LEAD-01953,Paid ad,Finance,1-10,IC,4,3,0.8,0,0,2.5,0
LEAD-01954,Website form,Education,1-10,VP/C-level,4,4,1.3,0,0,6.0,0
LEAD-01955,Website form,SaaS,1-10,Manager,7,5,2.2,0,0,2.7,0
LEAD-01956,Referral,Education,201-1000,Manager,3,4,0.3,0,0,7.5,1
LEAD-01957,Cold outbound,Manufacturing,201-1000,Director,3,4,1.8,0,0,0.6,0
LEAD-01958,Website form,Education,1-10,IC,5,2,4.3,0,1,4.1,0
LEAD-01959,Paid ad,Education,1-10,Manager,5,6,3.5,0,0,0.2,0
LEAD-01960,Content download,Finance,11-50,Manager,3,5,4.3,0,0,0.2,0
LEAD-01961,Webinar,Education,11-50,IC,7,4,0.8,0,0,3.6,0
LEAD-01962,Website form,Manufacturing,1000+,VP/C-level,2,8,3.0,0,1,4.3,0
LEAD-01963,Content download,Education,11-50,Director,6,2,0.5,0,0,2.6,1
LEAD-01964,Paid ad,Education,1-10,IC,2,3,3.0,0,0,5.4,0
LEAD-01965,Content download,Finance,51-200,Director,5,1,2.8,0,0,9.1,0
LEAD-01966,Cold outbound,Retail,201-1000,IC,3,6,1.1,0,0,1.4,0
LEAD-01967,Referral,Retail,1-10,Director,3,7,0.5,0,1,6.5,1
LEAD-01968,Webinar,Education,51-200,IC,2,5,1.4,0,0,2.4,0
LEAD-01969,Content download,SaaS,51-200,IC,2,2,1.4,0,0,7.5,0
LEAD-01970,Cold outbound,Manufacturing,1-10,Manager,2,3,1.6,0,1,1.8,0
LEAD-01971,Website form,Retail,51-200,IC,3,2,3.1,1,1,5.0,0
LEAD-01972,Website form,SaaS,11-50,Director,2,5,3.2,0,0,1.5,0
LEAD-01973,Website form,Retail,51-200,IC,5,4,0.2,0,0,1.1,1
LEAD-01974,Cold outbound,Manufacturing,51-200,Director,9,2,0.6,0,0,0.4,1
LEAD-01975,Webinar,Retail,1-10,IC,3,5,1.8,0,0,2.0,0
LEAD-01976,Website form,Healthcare,1-10,Director,1,2,1.1,0,1,0.8,1
LEAD-01977,Cold outbound,Education,1-10,IC,4,5,1.4,0,0,1.7,0
LEAD-01978,Referral,Healthcare,1-10,Director,6,5,1.6,0,0,5.0,0
LEAD-01979,Paid ad,Finance,51-200,Manager,2,4,1.8,1,0,2.9,1
LEAD-01980,Website form,Education,1-10,IC,4,2,0.8,1,0,0.4,0
LEAD-01981,Content download,Finance,1-10,Manager,2,6,1.4,0,0,8.7,1
LEAD-01982,Content download,SaaS,51-200,Manager,3,6,5.1,0,0,3.5,1
LEAD-01983,Webinar,Education,11-50,IC,3,8,1.2,1,0,4.3,0
LEAD-01984,Website form,SaaS,201-1000,Manager,3,0,2.5,0,0,1.0,0
LEAD-01985,Website form,SaaS,201-1000,IC,1,4,1.6,1,0,5.3,0
LEAD-01986,Referral,Manufacturing,11-50,VP/C-level,3,3,1.5,1,1,1.0,1
LEAD-01987,Website form,SaaS,1-10,IC,2,3,3.1,1,0,3.1,1
LEAD-01988,Website form,Finance,11-50,Manager,4,2,1.6,0,0,1.5,0
LEAD-01989,Cold outbound,Retail,51-200,Director,7,5,1.0,0,0,6.6,0
LEAD-01990,Website form,Manufacturing,1-10,IC,5,5,2.1,1,0,1.0,0
LEAD-01991,Referral,Finance,51-200,Manager,4,3,2.0,1,0,2.2,0
LEAD-01992,Website form,Education,51-200,IC,7,6,0.7,0,1,1.0,0
LEAD-01993,Webinar,Manufacturing,51-200,Director,3,5,3.0,1,1,3.2,1
LEAD-01994,Referral,Retail,51-200,Manager,4,5,3.7,0,0,0.6,0
LEAD-01995,Referral,Finance,51-200,Director,3,3,7.4,0,0,0.1,1
LEAD-01996,Content download,Education,11-50,VP/C-level,1,4,2.0,1,0,8.2,1
LEAD-01997,Website form,Education,1-10,Manager,2,2,3.1,1,0,5.5,0
LEAD-01998,Website form,Healthcare,51-200,IC,1,6,9.2,0,0,12.7,0
LEAD-01999,Paid ad,Finance,1000+,IC,4,4,3.6,0,0,1.7,0
LEAD-02000,Webinar,Education,51-200,Director,2,3,3.9,0,0,1.2,0
LEAD-02001,Referral,Finance,1-10,IC,3,6,0.9,0,0,9.3,0
LEAD-02002,Referral,Manufacturing,11-50,IC,2,6,0.4,1,0,1.3,0
LEAD-02003,Referral,Retail,201-1000,Manager,7,6,3.8,0,0,0.5,1
LEAD-02004,Website form,Education,1-10,Manager,1,2,2.0,0,0,0.4,0
LEAD-02005,Referral,Healthcare,1000+,Manager,5,2,1.8,1,0,2.0,0
LEAD-02006,Referral,SaaS,11-50,IC,5,2,1.3,0,0,4.5,0
LEAD-02007,Content download,Healthcare,51-200,Manager,3,3,0.8,0,0,0.0,1
LEAD-02008,Content download,Healthcare,11-50,IC,7,5,1.1,0,0,1.0,0
LEAD-02009,Cold outbound,Finance,1-10,IC,1,1,1.7,0,0,8.8,0
LEAD-02010,Website form,Manufacturing,11-50,Manager,2,3,1.5,1,1,10.8,1
LEAD-02011,Website form,Retail,11-50,Director,5,2,1.7,0,0,4.6,0
LEAD-02012,Website form,Finance,201-1000,IC,3,8,2.3,0,0,0.6,0
LEAD-02013,Webinar,Retail,51-200,IC,1,2,0.6,0,0,0.6,0
LEAD-02014,Paid ad,SaaS,1000+,VP/C-level,3,5,1.6,0,0,0.6,0
LEAD-02015,Referral,Retail,11-50,IC,4,4,1.7,0,0,3.8,1
LEAD-02016,Cold outbound,Education,11-50,IC,5,6,1.9,0,0,2.1,0
LEAD-02017,Content download,Finance,51-200,Manager,2,1,2.1,0,0,0.3,0
LEAD-02018,Webinar,Retail,11-50,Director,2,3,0.2,1,0,0.3,0
LEAD-02019,Paid ad,SaaS,51-200,IC,6,3,1.9,0,0,0.7,0
LEAD-02020,Referral,Manufacturing,11-50,Manager,3,7,3.6,0,0,0.2,0
LEAD-02021,Referral,Finance,51-200,Manager,3,4,3.1,0,0,0.4,0
LEAD-02022,Content download,Healthcare,1-10,Manager,1,3,0.5,0,1,5.4,0
LEAD-02023,Cold outbound,Manufacturing,201-1000,IC,4,7,0.6,0,0,0.3,0
LEAD-02024,Referral,SaaS,201-1000,Manager,4,8,2.5,0,0,1.3,1
LEAD-02025,Webinar,Healthcare,11-50,Manager,2,5,4.4,0,0,0.5,1
LEAD-02026,Content download,Healthcare,11-50,IC,6,3,1.4,0,0,3.5,0
LEAD-02027,Cold outbound,Finance,1-10,IC,2,2,0.2,0,0,2.6,0
LEAD-02028,Cold outbound,Healthcare,1-10,IC,4,5,2.3,0,0,1.3,0
LEAD-02029,Webinar,Manufacturing,51-200,IC,2,8,1.9,1,0,5.0,1
LEAD-02030,Paid ad,Retail,11-50,IC,2,2,6.1,0,0,0.8,0
LEAD-02031,Content download,Healthcare,1-10,Director,2,2,3.1,0,1,1.2,1
LEAD-02032,Referral,Education,1-10,IC,2,3,0.5,1,1,2.9,1
LEAD-02033,Paid ad,Manufacturing,1-10,IC,5,4,3.0,0,0,4.9,0
LEAD-02034,Website form,Healthcare,51-200,Manager,1,3,3.4,0,0,6.4,0
LEAD-02035,Website form,Finance,201-1000,Manager,2,3,0.8,1,0,0.0,0
LEAD-02036,Content download,Finance,11-50,Manager,4,5,0.4,0,0,1.8,1
LEAD-02037,Cold outbound,Retail,1-10,IC,5,5,0.9,1,0,11.3,0
LEAD-02038,Paid ad,Education,1-10,IC,4,2,4.5,1,0,2.1,1
LEAD-02039,Cold outbound,SaaS,1-10,Manager,6,4,1.7,0,0,4.0,0
LEAD-02040,Webinar,Retail,1-10,IC,1,5,3.9,1,0,3.9,0
LEAD-02041,Content download,Finance,11-50,Director,4,0,0.7,1,0,2.2,0
LEAD-02042,Content download,Retail,51-200,IC,9,3,1.9,0,0,3.0,0
LEAD-02043,Webinar,Education,51-200,IC,4,3,1.2,0,0,1.2,0
LEAD-02044,Referral,SaaS,51-200,Manager,8,4,4.8,1,0,1.2,1
LEAD-02045,Website form,Manufacturing,11-50,IC,4,5,2.2,0,0,2.6,0
LEAD-02046,Webinar,Healthcare,1-10,Manager,3,4,1.5,0,0,4.6,0
LEAD-02047,Website form,SaaS,11-50,IC,2,3,2.0,1,0,1.5,0
LEAD-02048,Website form,Manufacturing,51-200,Manager,5,2,1.7,1,1,0.9,1
LEAD-02049,Website form,SaaS,201-1000,Manager,1,6,2.3,0,0,3.0,0
LEAD-02050,Cold outbound,Finance,1-10,IC,2,4,0.7,0,0,10.6,0
LEAD-02051,Content download,Retail,1-10,VP/C-level,3,5,5.8,1,0,0.2,0
LEAD-02052,Referral,Finance,1-10,IC,5,3,5.1,0,0,0.1,0
LEAD-02053,Cold outbound,Finance,1-10,Manager,3,2,1.1,0,0,6.4,0
LEAD-02054,Website form,Healthcare,201-1000,IC,1,2,2.1,0,0,0.9,0
LEAD-02055,Cold outbound,Retail,1-10,IC,3,4,3.8,0,0,1.6,0
LEAD-02056,Cold outbound,Finance,1-10,Director,2,4,0.9,1,0,4.7,1
LEAD-02057,Referral,Manufacturing,1000+,IC,4,3,4.2,1,0,1.3,0
LEAD-02058,Cold outbound,SaaS,11-50,IC,2,6,1.2,0,0,7.4,0
LEAD-02059,Website form,SaaS,1-10,IC,2,6,2.2,0,0,9.5,0
LEAD-02060,Referral,Healthcare,1-10,Manager,3,6,4.3,0,1,0.7,1
LEAD-02061,Webinar,Manufacturing,11-50,Manager,2,5,4.9,0,0,8.5,0
LEAD-02062,Content download,Retail,201-1000,Manager,3,4,3.6,0,0,1.2,0
LEAD-02063,Website form,Retail,201-1000,IC,3,0,4.9,0,1,2.0,0
LEAD-02064,Webinar,Retail,51-200,Manager,6,1,1.3,0,1,4.8,0
LEAD-02065,Webinar,Finance,11-50,Director,2,2,0.3,0,0,2.1,0
LEAD-02066,Content download,Retail,51-200,IC,7,3,3.7,0,0,5.6,0
LEAD-02067,Website form,Education,11-50,VP/C-level,1,1,1.0,1,1,0.3,1
LEAD-02068,Content download,SaaS,11-50,Director,3,6,1.9,0,0,0.2,0
LEAD-02069,Content download,Education,51-200,Manager,3,3,1.3,1,0,0.2,0
LEAD-02070,Webinar,Education,51-200,Manager,3,5,0.4,0,0,3.1,0
LEAD-02071,Cold outbound,Finance,11-50,Manager,2,5,4.9,0,0,13.6,0
LEAD-02072,Cold outbound,Retail,51-200,Manager,1,6,2.8,0,0,0.8,0
LEAD-02073,Website form,SaaS,51-200,Manager,2,6,2.8,0,0,5.9,0
LEAD-02074,Website form,Manufacturing,201-1000,Manager,4,4,0.2,1,0,2.0,0
LEAD-02075,Referral,Education,1-10,Director,3,2,0.5,1,0,3.3,0
LEAD-02076,Referral,Finance,201-1000,IC,4,5,0.3,1,1,4.1,1
LEAD-02077,Webinar,Finance,51-200,IC,3,5,2.1,0,0,1.2,0
LEAD-02078,Content download,Finance,51-200,Manager,4,2,1.6,1,0,5.6,1
LEAD-02079,Referral,Education,51-200,Manager,2,2,5.0,0,0,17.3,0
LEAD-02080,Content download,Manufacturing,51-200,Manager,3,5,3.7,0,0,2.1,0
LEAD-02081,Website form,Healthcare,11-50,Manager,1,7,1.3,1,0,4.9,0
LEAD-02082,Website form,Manufacturing,51-200,IC,4,3,0.7,0,0,0.8,0
LEAD-02083,Webinar,Retail,1000+,Manager,0,3,0.2,0,0,0.0,0
LEAD-02084,Website form,SaaS,11-50,Director,3,0,1.0,1,0,16.3,0
LEAD-02085,Cold outbound,SaaS,11-50,IC,2,5,2.6,1,0,0.8,0
LEAD-02086,Webinar,Healthcare,1-10,Manager,2,5,1.3,0,0,0.4,0
LEAD-02087,Website form,SaaS,1-10,VP/C-level,1,3,4.3,1,0,1.9,0
LEAD-02088,Content download,Manufacturing,1-10,IC,2,3,2.0,0,0,10.8,0
LEAD-02089,Cold outbound,Healthcare,11-50,Manager,7,3,0.5,0,0,3.0,0
LEAD-02090,Paid ad,Finance,1-10,IC,5,7,5.3,0,0,1.6,0
LEAD-02091,Webinar,Finance,11-50,VP/C-level,1,1,2.8,0,0,8.3,0
LEAD-02092,Cold outbound,Healthcare,1-10,VP/C-level,2,7,4.7,0,0,0.3,0
LEAD-02093,Cold outbound,Healthcare,11-50,IC,2,3,5.3,0,0,4.6,0
LEAD-02094,Paid ad,Manufacturing,1-10,IC,5,3,1.9,0,0,1.3,0
LEAD-02095,Content download,Retail,201-1000,IC,3,4,0.9,1,0,0.6,0
LEAD-02096,Content download,Finance,51-200,Manager,2,1,2.0,1,1,0.8,1
LEAD-02097,Webinar,Retail,51-200,Director,1,7,3.0,0,0,2.8,1
LEAD-02098,Content download,Finance,1-10,Manager,2,2,1.7,1,0,8.0,0
LEAD-02099,Content download,Healthcare,201-1000,IC,4,7,5.2,0,1,4.5,1
LEAD-02100,Website form,Manufacturing,51-200,Director,4,3,1.9,1,1,3.9,0
LEAD-02101,Cold outbound,Finance,11-50,IC,3,2,1.3,0,0,0.6,0
LEAD-02102,Website form,Retail,51-200,IC,2,6,1.1,0,1,2.9,0
LEAD-02103,Website form,Manufacturing,1-10,IC,8,6,10.3,1,0,1.0,1
LEAD-02104,Website form,Retail,51-200,Manager,2,3,2.7,0,0,0.7,0
LEAD-02105,Website form,SaaS,11-50,IC,5,5,5.6,1,0,9.8,0
LEAD-02106,Cold outbound,Healthcare,1-10,IC,4,2,1.8,0,0,2.3,0
LEAD-02107,Cold outbound,Retail,1-10,Director,4,5,3.6,1,0,9.7,0
LEAD-02108,Website form,Healthcare,11-50,Manager,2,3,3.3,0,0,2.3,0
LEAD-02109,Website form,Retail,1-10,Manager,5,5,1.1,0,0,2.1,0
LEAD-02110,Cold outbound,Retail,201-1000,Manager,4,3,1.0,1,0,3.9,0
LEAD-02111,Paid ad,Finance,201-1000,Director,1,2,1.2,0,0,0.8,0
LEAD-02112,Referral,Healthcare,51-200,Manager,1,2,1.2,0,1,1.4,1
LEAD-02113,Cold outbound,Retail,11-50,VP/C-level,3,7,4.1,0,0,0.3,1
LEAD-02114,Website form,Finance,51-200,IC,4,0,0.9,0,0,6.2,0
LEAD-02115,Webinar,Education,11-50,Director,2,3,0.8,1,0,6.9,0
LEAD-02116,Cold outbound,Finance,1-10,IC,3,3,4.8,1,0,3.6,0
LEAD-02117,Paid ad,SaaS,201-1000,IC,1,6,1.8,0,0,0.2,0
LEAD-02118,Paid ad,Finance,1000+,Manager,2,4,6.1,1,0,1.9,0
LEAD-02119,Cold outbound,Finance,1-10,Director,0,9,3.1,0,0,10.3,0
LEAD-02120,Paid ad,Manufacturing,201-1000,Manager,1,6,4.0,1,0,6.2,0
LEAD-02121,Cold outbound,Manufacturing,11-50,Manager,3,3,2.5,0,0,1.6,0
LEAD-02122,Cold outbound,Education,1-10,IC,1,5,5.6,1,0,13.9,0
LEAD-02123,Cold outbound,Finance,11-50,IC,2,3,2.3,0,1,0.0,0
LEAD-02124,Cold outbound,SaaS,1-10,IC,6,4,5.6,0,0,3.6,0
LEAD-02125,Content download,Finance,11-50,IC,3,4,3.6,0,0,2.1,0
LEAD-02126,Paid ad,Healthcare,51-200,IC,5,4,5.9,0,1,6.1,0
LEAD-02127,Cold outbound,Manufacturing,11-50,IC,4,5,2.3,0,1,1.1,0
LEAD-02128,Cold outbound,Education,51-200,IC,5,9,2.9,0,0,4.6,0
LEAD-02129,Website form,Education,11-50,Manager,2,2,3.2,0,0,4.3,0
LEAD-02130,Website form,Education,1000+,Director,0,1,1.1,0,0,1.0,0
LEAD-02131,Website form,Retail,51-200,IC,3,7,1.2,1,0,4.0,0
LEAD-02132,Website form,Manufacturing,1-10,VP/C-level,3,2,0.6,1,0,9.2,0
LEAD-02133,Paid ad,Retail,51-200,IC,5,3,2.5,0,0,0.4,0
LEAD-02134,Webinar,Retail,11-50,Manager,2,3,4.1,0,1,10.1,0
LEAD-02135,Content download,Manufacturing,1-10,Manager,3,5,2.6,0,0,2.2,0
LEAD-02136,Referral,Finance,1-10,Director,4,0,4.7,0,0,1.4,1
LEAD-02137,Referral,Manufacturing,1-10,Manager,4,4,1.4,0,0,0.5,0
LEAD-02138,Cold outbound,Education,51-200,Director,4,3,1.6,0,1,0.1,0
LEAD-02139,Cold outbound,Healthcare,51-200,IC,0,3,2.3,0,0,0.9,0
LEAD-02140,Website form,SaaS,11-50,IC,3,4,5.2,0,0,6.7,0
LEAD-02141,Referral,Finance,11-50,IC,4,5,2.4,0,0,7.5,1
LEAD-02142,Content download,Retail,1-10,IC,4,7,2.7,0,0,0.5,0
LEAD-02143,Content download,Healthcare,11-50,IC,4,2,3.2,0,0,7.7,0
LEAD-02144,Referral,Retail,1000+,Manager,4,2,5.0,1,0,2.3,0
LEAD-02145,Cold outbound,Manufacturing,201-1000,Director,4,4,4.2,0,0,11.6,0
LEAD-02146,Cold outbound,Retail,1-10,Manager,1,5,4.0,1,0,0.5,0
LEAD-02147,Website form,SaaS,1-10,Director,1,4,2.5,1,0,1.2,1
LEAD-02148,Cold outbound,Healthcare,1-10,IC,3,7,1.9,0,0,5.2,0
LEAD-02149,Cold outbound,SaaS,11-50,IC,0,4,4.7,1,0,0.0,0
LEAD-02150,Website form,Healthcare,51-200,IC,4,3,1.7,0,0,0.8,0
LEAD-02151,Content download,Manufacturing,1-10,Director,2,3,0.2,1,0,7.5,1
LEAD-02152,Paid ad,Education,51-200,IC,1,3,1.2,0,0,2.2,0
LEAD-02153,Paid ad,Healthcare,51-200,IC,2,2,2.2,1,1,1.1,0
LEAD-02154,Cold outbound,Finance,1-10,IC,1,5,5.8,0,0,1.2,0
LEAD-02155,Website form,Finance,201-1000,IC,1,1,3.1,0,0,0.2,0
LEAD-02156,Webinar,Finance,51-200,VP/C-level,3,3,1.0,0,0,2.4,0
LEAD-02157,Cold outbound,Manufacturing,51-200,Director,1,3,2.6,0,0,1.9,0
LEAD-02158,Content download,Finance,11-50,Manager,5,2,0.3,0,0,1.8,1
LEAD-02159,Content download,Retail,51-200,VP/C-level,1,5,2.6,1,0,0.2,1
LEAD-02160,Webinar,SaaS,1-10,IC,3,6,7.3,1,0,4.3,0
LEAD-02161,Website form,Manufacturing,51-200,Director,3,8,1.7,1,0,3.9,1
LEAD-02162,Website form,Finance,1000+,IC,6,2,0.4,0,0,2.3,0
LEAD-02163,Content download,Retail,1-10,Director,2,6,4.5,0,0,5.3,0
LEAD-02164,Content download,Retail,11-50,VP/C-level,3,6,2.9,0,0,2.2,0
LEAD-02165,Website form,Finance,11-50,VP/C-level,1,5,2.5,0,0,0.5,0
LEAD-02166,Website form,SaaS,201-1000,IC,3,5,2.1,1,0,2.0,0
LEAD-02167,Webinar,SaaS,1-10,Director,4,5,3.2,0,0,5.0,0
LEAD-02168,Paid ad,Finance,11-50,IC,5,4,4.2,0,0,0.0,0
LEAD-02169,Content download,SaaS,51-200,IC,4,7,1.1,0,0,7.4,0
LEAD-02170,Cold outbound,Manufacturing,11-50,Manager,5,4,1.3,0,0,0.6,1
LEAD-02171,Paid ad,Finance,1-10,IC,4,3,3.5,0,0,4.0,0
LEAD-02172,Paid ad,Retail,51-200,Manager,4,3,2.2,0,0,0.2,0
LEAD-02173,Webinar,Finance,1-10,VP/C-level,0,2,2.6,0,0,1.9,0
LEAD-02174,Website form,Retail,1-10,IC,5,4,2.5,0,0,1.5,0
LEAD-02175,Webinar,Manufacturing,201-1000,Manager,6,6,0.3,0,0,5.0,0
LEAD-02176,Cold outbound,Manufacturing,11-50,Manager,4,3,2.9,0,0,3.4,0
LEAD-02177,Cold outbound,Healthcare,11-50,Manager,4,1,6.2,0,0,2.1,0
LEAD-02178,Cold outbound,Education,51-200,Manager,1,2,1.7,0,0,0.4,0
LEAD-02179,Referral,Retail,11-50,Director,4,8,3.6,0,0,3.8,0
LEAD-02180,Paid ad,Education,51-200,Director,3,3,3.5,1,0,0.7,0
LEAD-02181,Cold outbound,Retail,51-200,IC,4,5,2.9,0,0,0.8,0
LEAD-02182,Paid ad,Healthcare,11-50,IC,4,5,4.0,0,0,8.4,0
LEAD-02183,Content download,Manufacturing,51-200,Director,5,5,1.8,1,0,4.0,1
LEAD-02184,Webinar,Retail,1-10,IC,3,3,3.3,0,0,0.4,1
LEAD-02185,Cold outbound,Finance,201-1000,VP/C-level,1,2,0.6,0,0,2.6,0
LEAD-02186,Cold outbound,Healthcare,201-1000,Manager,4,2,0.9,0,0,0.7,0
LEAD-02187,Website form,SaaS,1-10,Manager,5,2,2.3,0,0,3.2,0
LEAD-02188,Content download,Manufacturing,1-10,IC,4,5,2.7,0,0,3.8,0
LEAD-02189,Content download,Manufacturing,11-50,IC,2,3,4.6,0,0,0.2,0
LEAD-02190,Content download,SaaS,201-1000,Director,7,7,0.7,1,0,2.8,1
LEAD-02191,Content download,Education,11-50,IC,3,6,2.3,1,0,2.1,1
LEAD-02192,Website form,Education,11-50,IC,4,2,2.5,0,0,8.4,0
LEAD-02193,Cold outbound,Retail,1-10,IC,3,2,2.0,0,0,6.5,0
LEAD-02194,Website form,SaaS,201-1000,Director,2,5,0.6,0,0,1.9,0
LEAD-02195,Paid ad,Healthcare,11-50,IC,6,2,5.3,0,0,2.6,0
LEAD-02196,Website form,Finance,1000+,IC,5,6,3.7,0,0,0.6,0
LEAD-02197,Cold outbound,Education,1000+,Director,1,5,2.1,1,0,2.8,0
LEAD-02198,Cold outbound,Education,11-50,IC,3,1,1.2,0,1,2.9,0
LEAD-02199,Cold outbound,Healthcare,1-10,IC,0,5,3.9,0,0,9.8,0
LEAD-02200,Cold outbound,SaaS,1-10,IC,1,9,1.3,0,0,1.1,0
LEAD-02201,Paid ad,SaaS,1-10,IC,2,2,1.5,1,0,1.1,0
LEAD-02202,Website form,SaaS,201-1000,IC,2,6,1.9,1,1,1.0,1
LEAD-02203,Cold outbound,Manufacturing,11-50,IC,3,2,0.1,1,0,2.7,0
LEAD-02204,Cold outbound,Healthcare,11-50,VP/C-level,1,2,0.6,0,0,1.1,0
LEAD-02205,Cold outbound,Healthcare,1-10,IC,5,4,2.7,1,0,5.4,0
LEAD-02206,Cold outbound,Healthcare,11-50,Manager,1,4,2.0,0,1,4.6,0
LEAD-02207,Webinar,Finance,11-50,IC,0,4,4.7,0,0,1.8,0
LEAD-02208,Content download,Education,11-50,Manager,4,6,3.1,0,0,7.4,0
LEAD-02209,Website form,SaaS,201-1000,IC,4,3,4.2,0,0,1.6,0
LEAD-02210,Webinar,Healthcare,1-10,Director,2,5,4.2,0,0,1.8,0
LEAD-02211,Cold outbound,Healthcare,11-50,Director,5,5,3.4,0,0,1.1,0
LEAD-02212,Website form,Education,51-200,IC,5,4,2.1,0,0,2.1,0
LEAD-02213,Webinar,Healthcare,1-10,Manager,5,5,1.4,0,0,2.6,0
LEAD-02214,Website form,SaaS,201-1000,IC,1,4,0.8,0,0,2.9,0
LEAD-02215,Website form,Retail,51-200,Director,2,4,0.9,0,0,1.0,0
LEAD-02216,Cold outbound,SaaS,11-50,IC,2,8,4.5,0,0,2.6,0
LEAD-02217,Cold outbound,Manufacturing,1-10,Director,3,5,0.8,0,0,2.5,0
LEAD-02218,Website form,Manufacturing,11-50,Director,2,3,2.0,0,1,3.0,1
LEAD-02219,Content download,SaaS,1-10,Director,3,5,2.8,0,1,2.1,0
